grande_area,area,sub_area,espec
ENGENHARIAS,Telecomunicações,Telecomunicações,Sistemas de Telecomunicações
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Sistemas de Informação
ENGENHARIAS,Circuitos Elétricos\, Magnéticos e Eletrônicos,Circuitos Elétricos\, Magnéticos e Eletrônicos,Circuitos Eletrônicos
ENGENHARIAS,Telecomunicações,Telecomunicações,Sistemas de Telecomunicações
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Sistemas de Informação
ENGENHARIAS,Telecomunicações,Telecomunicações,Teoria Eletromagnetica\, Microondas\, Propagação de Ondas\, Antenas
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Linguagens de Programação
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Computação Paralela
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Inteligência Computacional
CIENCIAS_EXATAS_E_DA_TERRA,Matemática da Computação,Matemática da Computação,Modelos Analíticos e de Simulação
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Inteligência Computacional
CIENCIAS_EXATAS_E_DA_TERRA,Matemática da Computação,Matemática da Computação,Modelos Analíticos e de Simulação
ENGENHARIAS,Telecomunicações,Telecomunicações,
ENGENHARIAS,Construção Civil,Construção Civil,
ENGENHARIAS,Gerência de Produção,Gerência de Produção,Planejamento\, Projeto e Controle de Sistemas de Produção
CIENCIAS_SOCIAIS_APLICADAS,Administração de Empresas,Administração de Empresas,Administração da Produção
ENGENHARIAS,Construção Civil,Construção Civil,Processos Construtivos
CIENCIAS_SOCIAIS_APLICADAS,Administração de Empresas,Administração de Empresas,Administração da Produção
CIENCIAS_SOCIAIS_APLICADAS,Administração de Empresas,Administração de Empresas,Administração de Recursos Humanos
ENGENHARIAS,Recursos Hídricos,Recursos Hídricos,
ENGENHARIAS,Recursos Hídricos,Recursos Hídricos,Planejamento Integrado dos Recursos Hídricos
ENGENHARIAS,Saneamento Básico,Saneamento Básico,Drenagem Urbana de Águas Pluviais
ENGENHARIAS,Planejamento Regional\, Patrimônio e Paisagem,Planejamento Regional\, Patrimônio e Paisagem,
ENGENHARIAS,Recursos Hídricos,Recursos Hídricos,Planejamento Integrado dos Recursos Hídricos
CIENCIAS_SOCIAIS_APLICADAS,Métodos e Técnicas do Planejamento Urbano e Regional,Métodos e Técnicas do Planejamento Urbano e Regional,
ENGENHARIAS,Planejamento Regional\, Patrimônio e Paisagem,Planejamento Regional\, Patrimônio e Paisagem,
CIENCIAS_SOCIAIS_APLICADAS,Métodos e Técnicas do Planejamento Urbano e Regional,Métodos e Técnicas do Planejamento Urbano e Regional,Técnicas de Planejamento e Projeto Urbanos e Regionais
CIENCIAS_SOCIAIS_APLICADAS,Métodos e Técnicas do Planejamento Urbano e Regional,Métodos e Técnicas do Planejamento Urbano e Regional,Técnicas de Análise e Avaliação Urbana e Regional
ENGENHARIAS,Planejamento Regional\, Patrimônio e Paisagem,Planejamento Regional\, Patrimônio e Paisagem,
ENGENHARIAS,Recursos Hídricos,Recursos Hídricos,Planejamento Integrado dos Recursos Hídricos
CIENCIAS_SOCIAIS_APLICADAS,Métodos e Técnicas do Planejamento Urbano e Regional,Métodos e Técnicas do Planejamento Urbano e Regional,
ENGENHARIAS,Planejamento Regional\, Patrimônio e Paisagem,Planejamento Regional\, Patrimônio e Paisagem,
CIENCIAS_SOCIAIS_APLICADAS,Métodos e Técnicas do Planejamento Urbano e Regional,Métodos e Técnicas do Planejamento Urbano e Regional,Técnicas de Planejamento e Projeto Urbanos e Regionais
CIENCIAS_SOCIAIS_APLICADAS,Métodos e Técnicas do Planejamento Urbano e Regional,Métodos e Técnicas do Planejamento Urbano e Regional,Técnicas de Análise e Avaliação Urbana e Regional
ENGENHARIAS,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Engenharia de Software
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Sistemas de Informação
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Linguagens de Programação
CIENCIAS_EXATAS_E_DA_TERRA,Matemática da Computação,Matemática da Computação,Modelos Analíticos e de Simulação
LINGUISTICA_LETRAS_E_ARTES,Teoria e Análise Lingüística,Teoria e Análise Lingüística,
ENGENHARIAS,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Engenharia de Software
CIENCIAS_SOCIAIS_APLICADAS,Administração Pública,Administração Pública,Tecnologia da Informação
ENGENHARIAS,,,
CIENCIAS_SOCIAIS_APLICADAS,,,
ENGENHARIAS,,,
CIENCIAS_SOCIAIS_APLICADAS,Administração Pública,Administração Pública,Tecnologia da Informação
ENGENHARIAS,Gerência de Produção,Gerência de Produção,Planejamento\, Projeto e Controle de Sistemas de Produção
ENGENHARIAS,,,
CIENCIAS_BIOLOGICAS,Bioquímica dos Microorganismos,Bioquímica dos Microorganismos,Flotação de Leveduras
CIENCIAS_BIOLOGICAS,Bioquímica dos Microorganismos,Bioquímica dos Microorganismos,Hidrofobicidade Celular
CIENCIAS_BIOLOGICAS,Bioquímica dos Microorganismos,Bioquímica dos Microorganismos,Cargas Celulares
CIENCIAS_EXATAS_E_DA_TERRA,Físico-Química,Físico-Química,Fisico Quimica de Adesão Microbiologica
CIENCIAS_EXATAS_E_DA_TERRA,Físico-Química,Físico-Química,Físico Química da flotação
CIENCIAS_BIOLOGICAS,Bioquímica dos Microorganismos,Bioquímica dos Microorganismos,Flotação de Leveduras
CIENCIAS_BIOLOGICAS,Bioquímica dos Microorganismos,Bioquímica dos Microorganismos,Hidrofobicidade Celular
CIENCIAS_BIOLOGICAS,Bioquímica dos Microorganismos,Bioquímica dos Microorganismos,Flotação de Leveduras
CIENCIAS_BIOLOGICAS,Bioquímica dos Microorganismos,Bioquímica dos Microorganismos,
CIENCIAS_EXATAS_E_DA_TERRA,Físico-Química,Físico-Química,Fisico Quimica de Adesão Microbiologica
CIENCIAS_EXATAS_E_DA_TERRA,Física da Matéria Condensada,Física da Matéria Condensada,Prop. Óticas e Espectrosc. da Mat. Condens; Outras Inter. da Mat. com Rad. e Part.
CIENCIAS_EXATAS_E_DA_TERRA,,,
CIENCIAS_EXATAS_E_DA_TERRA,Física da Matéria Condensada,Física da Matéria Condensada,Prop. Óticas e Espectrosc. da Mat. Condens; Outras Inter. da Mat. com Rad. e Part.
CIENCIAS_EXATAS_E_DA_TERRA,,,
CIENCIAS_EXATAS_E_DA_TERRA,Física da Matéria Condensada,Física da Matéria Condensada,
LINGUISTICA_LETRAS_E_ARTES,Literatura Comparada,Literatura Comparada,Literatura Comparada
LINGUISTICA_LETRAS_E_ARTES,Teoria Literária,Teoria Literária,Teoria Literária
LINGUISTICA_LETRAS_E_ARTES,Literatura Comparada,Literatura Comparada,Literatura Comparada
LINGUISTICA_LETRAS_E_ARTES,Literatura Brasileira,Literatura Brasileira,Literatura Brasileira
ENGENHARIAS,Processos de Fabricação,Processos de Fabricação,Conformação Mecânica
CIENCIAS_EXATAS_E_DA_TERRA,Química Analítica,Química Analítica,Análise de Traços e Química Ambiental
CIENCIAS_BIOLOGICAS,Genética Molecular e de Microorganismos,Genética Molecular e de Microorganismos,
CIENCIAS_BIOLOGICAS,Biologia Molecular,Biologia Molecular,
CIENCIAS_BIOLOGICAS,Biofísica Molecular,Biofísica Molecular,
CIENCIAS_BIOLOGICAS,Biologia Molecular,Biologia Molecular,
CIENCIAS_BIOLOGICAS,Genética Molecular e de Microorganismos,Genética Molecular e de Microorganismos,
CIENCIAS_AGRARIAS,,,
ENGENHARIAS,,,
CIENCIAS_BIOLOGICAS,,,
CIENCIAS_HUMANAS,,,
CIENCIAS_HUMANAS,,,
ENGENHARIAS,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,Controle de Processos Eletrônicos\, Retroalimentação
ENGENHARIAS,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,Controle de Processos Eletrônicos\, Retroalimentação
ENGENHARIAS,Projetos de Máquinas,Projetos de Máquinas,Controle de Sistemas Mecânicos
OUTROS,,,
ENGENHARIAS,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,
ENGENHARIAS,Bioengenharia,Bioengenharia,
CIENCIAS_AGRARIAS,Ciência do Solo,Ciência do Solo,Fertilidade do Solo e Adubação
CIENCIAS_AGRARIAS,Ciência do Solo,Ciência do Solo,Fertilidade do Solo e Adubação
CIENCIAS_EXATAS_E_DA_TERRA,Matemática Aplicada,Matemática Aplicada,
CIENCIAS_EXATAS_E_DA_TERRA,Matemática Aplicada,Matemática Aplicada,Análise Numérica
ENGENHARIAS,Fenômenos de Transporte,Fenômenos de Transporte,Mecânica dos Fluídos
ENGENHARIAS,Engenharia Térmica,Engenharia Térmica,Termodinâmica
ENGENHARIAS,Propulsão Aeroespacial,Propulsão Aeroespacial,Combustão e Escoamento com Reações Químicas
ENGENHARIAS,Engenharia Térmica,Engenharia Térmica,Aproveitamento da Energia
CIENCIAS_EXATAS_E_DA_TERRA,Matemática Aplicada,Matemática Aplicada,Modelagem Matemática
CIENCIAS_BIOLOGICAS,Ecologia de Ecossistemas,Ecologia de Ecossistemas,Ecotoxicologia
CIENCIAS_EXATAS_E_DA_TERRA,Química Analítica,Química Analítica,Instrumentação Analítica
ENGENHARIAS,Saneamento Ambiental,Saneamento Ambiental,Ecologia Aplicada a Engenharia Sanitária
LINGUISTICA_LETRAS_E_ARTES,,,
LINGUISTICA_LETRAS_E_ARTES,Língua Portuguesa,Língua Portuguesa,
LINGUISTICA_LETRAS_E_ARTES,Lingüística Histórica,Lingüística Histórica,
LINGUISTICA_LETRAS_E_ARTES,LITERATURA PORTUGUESA,LITERATURA PORTUGUESA,
ENGENHARIAS,Eletronica Digital,Eletronica Digital,LÓGICA PROGRAMAVEL - FPGA
ENGENHARIAS,,,
ENGENHARIAS,Medidas Elétricas\, Magnéticas e Eletrônicas; Instrumentação,Medidas Elétricas\, Magnéticas e Eletrônicas; Instrumentação,
ENGENHARIAS,,,
ENGENHARIAS,Automação e Controle Industrial,Automação e Controle Industrial,Lógica Programável Estruturada
ENGENHARIAS,Redes Neurais,Redes Neurais,
ENGENHARIAS,Automação e Controle Industrial,Automação e Controle Industrial,Lógica Programável Estruturada
ENGENHARIAS,Automação e Controle Industrial,Automação e Controle Industrial,
ENGENHARIAS,,,
CIENCIAS_AGRARIAS,,,
CIENCIAS_AGRARIAS,Genética e Melhoramento dos Animais Domésticos,Genética e Melhoramento dos Animais Domésticos,
CIENCIAS_AGRARIAS,Ecologia dos Animais Domésticos e Etologia,Ecologia dos Animais Domésticos e Etologia,
CIENCIAS_BIOLOGICAS,,,
CIENCIAS_EXATAS_E_DA_TERRA,,,
CIENCIAS_AGRARIAS,,,
ENGENHARIAS,Telecomunicações,Telecomunicações,Processamento Digital de Sinais
ENGENHARIAS,Telecomunicações,Telecomunicações,
ENGENHARIAS,Telecomunicações,Telecomunicações,Processamento Digital de Sinais
CIENCIAS_BIOLOGICAS,Ecologia Aplicada,Ecologia Aplicada,
CIENCIAS_BIOLOGICAS,Ecologia Aplicada,Ecologia Aplicada,
CIENCIAS_HUMANAS,Didática Teorias de Ensino e Práticas Escolares,Didática Teorias de Ensino e Práticas Escolares,
CIENCIAS_HUMANAS,Educação Infantil,Educação Infantil,
CIENCIAS_HUMANAS,Didática Teorias de Ensino e Práticas Escolares,Didática Teorias de Ensino e Práticas Escolares,Formação de Professores
CIENCIAS_HUMANAS,Didática Teorias de Ensino e Práticas Escolares,Didática Teorias de Ensino e Práticas Escolares,
CIENCIAS_HUMANAS,Ensino-Aprendizagem,Ensino-Aprendizagem,
CIENCIAS_HUMANAS,História da América,História da América,História Latino-Americana
CIENCIAS_HUMANAS,,,
CIENCIAS_HUMANAS,História da América,História da América,
CIENCIAS_HUMANAS,História da América,História da América,História Latino-Americana
CIENCIAS_HUMANAS,,,
CIENCIAS_HUMANAS,,,
CIENCIAS_HUMANAS,Teoria Política,Teoria Política,Teoria Política Contemporânea
CIENCIAS_HUMANAS,História da Teologia,História da Teologia,
CIENCIAS_HUMANAS,Sociologia Rural,Sociologia Rural,
ENGENHARIAS,,,
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Geoprocessamento
CIENCIAS_EXATAS_E_DA_TERRA,Probabilidade e Estatística Aplicadas,Probabilidade e Estatística Aplicadas,Estatística Espacial
CIENCIAS_HUMANAS,Outras Sociologias Específicas,Outras Sociologias Específicas,Sociologia da Educação
CIENCIAS_EXATAS_E_DA_TERRA,Geoprocessamento,Geoprocessamento,
ENGENHARIAS,Mecânica dos Sólidos,Mecânica dos Sólidos,Dinâmica dos Corpos Rígidos\, Elásticos e Plásticos
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Inteligência Artificial
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Inteligência Artificial
CIENCIAS_EXATAS_E_DA_TERRA,Matemática da Computação,Matemática da Computação,Modelos Analíticos e de Simulação
ENGENHARIAS,Engenharia Hidráulica,Engenharia Hidráulica,Hidrologia
CIENCIAS_BIOLOGICAS,Citologia e Biologia Celular,Citologia e Biologia Celular,
CIENCIAS_BIOLOGICAS,Genética Humana e Médica,Genética Humana e Médica,
CIENCIAS_BIOLOGICAS,Biologia Molecular,Biologia Molecular,
CIENCIAS_BIOLOGICAS,Genética Humana e Médica,Genética Humana e Médica,
CIENCIAS_BIOLOGICAS,Biologia Molecular,Biologia Molecular,
CIENCIAS_EXATAS_E_DA_TERRA,Química Analítica,Química Analítica,Quimiometria
CIENCIAS_EXATAS_E_DA_TERRA,Química Analítica,Química Analítica,Instrumentação Analítica
CIENCIAS_EXATAS_E_DA_TERRA,Química Analítica,Química Analítica,Controle de Qualidade
CIENCIAS_EXATAS_E_DA_TERRA,Química Analítica,Química Analítica,Controle de Qualidade
CIENCIAS_EXATAS_E_DA_TERRA,Química Analítica,Química Analítica,Quimiometria
CIENCIAS_EXATAS_E_DA_TERRA,Química Orgânica,Química Orgânica,Quimica de Combustiveis
CIENCIAS_EXATAS_E_DA_TERRA,Química Orgânica,Química Orgânica,Quimica de Combustiveis
CIENCIAS_EXATAS_E_DA_TERRA,Química Analítica,Química Analítica,Biocombustíveis (Biodiesel e Álcool)
CIENCIAS_EXATAS_E_DA_TERRA,Química Analítica,Química Analítica,
ENGENHARIAS,Sistemas Elétricos de Potência,Sistemas Elétricos de Potência,Transmissão da Energia Elétrica\, Distribuição da Energia Elétrica
ENGENHARIAS,,,
CIENCIAS_EXATAS_E_DA_TERRA,Física Nuclear,Física Nuclear,
CIENCIAS_EXATAS_E_DA_TERRA,Física Nuclear,Física Nuclear,
CIENCIAS_SOCIAIS_APLICADAS,Serviço Social Aplicado,Serviço Social Aplicado,Serviço Social do Trabalho
CIENCIAS_SOCIAIS_APLICADAS,Serviço Social Aplicado,Serviço Social Aplicado,
CIENCIAS_HUMANAS,Fundamentos e Medidas da Psicologia,Fundamentos e Medidas da Psicologia,Construção e Validade de Testes\, Escalas e Outras Medidas Psicológicas
CIENCIAS_HUMANAS,,,
CIENCIAS_HUMANAS,Fundamentos e Medidas da Psicologia,Fundamentos e Medidas da Psicologia,Construção e Validade de Testes\, Escalas e Outras Medidas Psicológicas
ENGENHARIAS,,,
ENGENHARIAS,,,
ENGENHARIAS,Tecnologia dos Reatores,Tecnologia dos Reatores,Instrumentação para Operação e Controle de Reatores
ENGENHARIAS,Tecnologia dos Reatores,Tecnologia dos Reatores,Instrumentação para Operação e Controle de Reatores
ENGENHARIAS,Estruturas Aeroespaciais,Estruturas Aeroespaciais,Aeroelasticicidade
ENGENHARIAS,Estruturas Aeroespaciais,Estruturas Aeroespaciais,Aeroelasticicidade
ENGENHARIAS,Materiais Elétricos,Materiais Elétricos,Materiais Dielétricos\, Piezoelétricos e Ferroelétricos
ENGENHARIAS,Metalurgia Física,Metalurgia Física,Propriedades Físicas dos Metais e Ligas
ENGENHARIAS,,,
OUTROS,,,
ENGENHARIAS,,,
ENGENHARIAS,Metalurgia Física,Metalurgia Física,Propriedades Mecânicas dos Metais e Ligas
CIENCIAS_EXATAS_E_DA_TERRA,Álgebra,Álgebra,
CIENCIAS_EXATAS_E_DA_TERRA,Matemática Aplicada,Matemática Aplicada,Matemática Discreta e Combinatória
ENGENHARIAS,,,
ENGENHARIAS,,,
ENGENHARIAS,,,
ENGENHARIAS,,,
ENGENHARIAS,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,Eletrônica Industrial\, Sistemas e Controles Eletrônicos,Controle de Processos Eletrônicos\, Retroalimentação
ENGENHARIAS,Projetos de Máquinas,Projetos de Máquinas,
CIENCIAS_AGRARIAS,Medicina Veterinária Preventiva,Medicina Veterinária Preventiva,Doenças Infecciosas de Animais
CIENCIAS_AGRARIAS,Medicina Veterinária Preventiva,Medicina Veterinária Preventiva,Doenças Infecciosas de Animais
ENGENHARIAS,Sistemas Elétricos de Potência,Sistemas Elétricos de Potência,Máquinas Elétricas e Dispositivos de Potência
ENGENHARIAS,Sistemas Elétricos de Potência,Sistemas Elétricos de Potência,Máquinas Elétricas e Dispositivos de Potência
CIENCIAS_EXATAS_E_DA_TERRA,Química Inorgânica,Química Inorgânica,Química Bio-Inorgânica
CIENCIAS_EXATAS_E_DA_TERRA,Química Inorgânica,Química Inorgânica,Determinação de Estrutura de Compostos Inorgânicos
CIENCIAS_EXATAS_E_DA_TERRA,Química Inorgânica,Química Inorgânica,
LINGUISTICA_LETRAS_E_ARTES,Psicolingüística,Psicolingüística,Leitura
LINGUISTICA_LETRAS_E_ARTES,Sócio Semiótica,Sócio Semiótica,Gramática Sistêmico Funcional
CIENCIAS_HUMANAS,,,
LINGUISTICA_LETRAS_E_ARTES,Educação Artística,Educação Artística,Arte Educação
CIENCIAS_HUMANAS,Educação Estética,Educação Estética,
LINGUISTICA_LETRAS_E_ARTES,Artes Visuais,Artes Visuais,Artes Visuais
LINGUISTICA_LETRAS_E_ARTES,Artes Visuais,Artes Visuais,Fotografia
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Linguagens de Programação
CIENCIAS_EXATAS_E_DA_TERRA,Sistemas de Computação,Sistemas de Computação,Hardware
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Banco de Dados
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Linguagens de Programação
ENGENHARIAS,Pesquisa Mineral,Pesquisa Mineral,Dimensionamento de Jazidas
ENGENHARIAS,Construção Civil,Construção Civil,Materiais e Componentes de Construção
CIENCIAS_AGRARIAS,,,
CIENCIAS_AGRARIAS,Fitotecnia,Fitotecnia,Manejo e Tratos Culturais
CIENCIAS_AGRARIAS,Fitoquímica de plantas medicinais,Fitoquímica de plantas medicinais,
CIENCIAS_EXATAS_E_DA_TERRA,Físico-Química,Físico-Química,Materiais
CIENCIAS_EXATAS_E_DA_TERRA,Físico-Química,Físico-Química,Ciência de Polímeros
CIENCIAS_EXATAS_E_DA_TERRA,Físico-Química,Físico-Química,Materiais
CIENCIAS_EXATAS_E_DA_TERRA,Físico-Química,Físico-Química,Ciência de Polímeros
ENGENHARIAS,,,
ENGENHARIAS,Processos de Fabricação,Processos de Fabricação,
ENGENHARIAS,,,
ENGENHARIAS,Processos de Fabricação,Processos de Fabricação,
ENGENHARIAS,Sistemas Elétricos de Potência,Sistemas Elétricos de Potência,Operação de Sistemas de Transmissão de Energia Elétrica
ENGENHARIAS,,,
ENGENHARIAS,Sistemas Elétricos de Potência,Sistemas Elétricos de Potência,
ENGENHARIAS,Sistemas Elétricos de Potência,Sistemas Elétricos de Potência,Operação de Sistemas de Transmissão de Energia Elétrica
ENGENHARIAS,Mecânica dos Sólidos,Mecânica dos Sólidos,Análise de Tensões
ENGENHARIAS,Mecânica dos Sólidos,Mecânica dos Sólidos,
ENGENHARIAS,Mecânica dos Sólidos,Mecânica dos Sólidos,Análise de Tensões
ENGENHARIAS,Mecânica dos Sólidos,Mecânica dos Sólidos,
ENGENHARIAS,,,
ENGENHARIAS,Mecânica dos Sólidos,Mecânica dos Sólidos,Análise de Tensões
ENGENHARIAS,Estruturas Aeroespaciais,Estruturas Aeroespaciais,Projeto de Estruturas Aeroespaciais
ENGENHARIAS,,,
CIENCIAS_DA_SAUDE,Cirurgia,Cirurgia,Cirurgia Cardiovascular
ENGENHARIAS,,,
ENGENHARIAS,Circuitos Elétricos\, Magnéticos e Eletrônicos,Circuitos Elétricos\, Magnéticos e Eletrônicos,Circuitos Eletrônicos
ENGENHARIAS,Circuitos Elétricos\, Magnéticos e Eletrônicos,Circuitos Elétricos\, Magnéticos e Eletrônicos,Circuitos Eletrônicos
CIENCIAS_EXATAS_E_DA_TERRA,Metodologia e Técnicas da Computação,Metodologia e Técnicas da Computação,Informática Em Saúde
CIENCIAS_EXATAS_E_DA_TERRA,Matemática da Computação,Matemática da Computação,Modelos Analíticos e de Simulação
CIENCIAS_EXATAS_E_DA_TERRA,,,
CIENCIAS_DA_SAUDE,,,
CIENCIAS_BIOLOGICAS,,,
CIENCIAS_BIOLOGICAS,Helmintologia de Parasitos,Helmintologia de Parasitos,
CIENCIAS_BIOLOGICAS,,,
CIENCIAS_BIOLOGICAS,Helmintologia de Parasitos,Helmintologia de Parasitos,
ENGENHARIAS,Engenharia Hidráulica,Engenharia Hidráulica,Hidráulica
ENGENHARIAS,Engenharia Hidráulica,Engenharia Hidráulica,Meio Ambiente
ENGENHARIAS,Engenharia Hidráulica,Engenharia Hidráulica,Hidráulica
ENGENHARIAS,Engenharia Hidráulica,Engenharia Hidráulica,Meio Ambiente
CIENCIAS_SOCIAIS_APLICADAS,Tecnologia de Arquitetura e Urbanismo,Tecnologia de Arquitetura e Urbanismo,Ergonomia Aplicada à Arquitetura
CIENCIAS_SOCIAIS_APLICADAS,Tecnologia de Arquitetura e Urbanismo,Tecnologia de Arquitetura e Urbanismo,Habitação
CIENCIAS_SOCIAIS_APLICADAS,Projeto de Arquitetura e Urbanismo,Projeto de Arquitetura e Urbanismo,
CIENCIAS_SOCIAIS_APLICADAS,Projeto de Arquitetura e Urbanismo,Projeto de Arquitetura e Urbanismo,Planejamento e Projetos da Edificação
CIENCIAS_SOCIAIS_APLICADAS,Tecnologia de Arquitetura e Urbanismo,Tecnologia de Arquitetura e Urbanismo,Habitação
CIENCIAS_HUMANAS,Geografia Regional,Geografia Regional,Análise Regional
